ride_id,user_id,driver_id,pickup_lat,pickup_lng,dropoff_lat,dropoff_lng,request_time,pickup_time,dropoff_time,distance_km,duration_min,fare_rwf,status,driver_rating,driver_idle_time,surge_multiplier
R689201,U0296,D0084,-1.951008,30.053273,-1.914689,30.082616,17/08/2024 19:28,17/08/2024 19:30,17/08/2024 19:45,5.19,15,4114,completed,4.9,8,2
R254423,U0321,D0100,-1.927813,30.115614,-1.91563,30.09482,20/09/2024 21:05,20/09/2024 21:07,20/09/2024 21:19,2.68,12,2608,completed,4.6,19,2
R747183,U0318,D0084,-1.939054,30.112241,-1.957883,30.05332,30/12/2024 19:59,30/12/2024 20:08,30/12/2024 20:32,6.87,24,3073,completed,4.9,14,1.2
R924602,U0306,D0089,-1.98,30.120472,-1.960159,30.134079,26/07/2024 10:33,26/07/2024 10:39,26/07/2024 10:47,2.67,8,2602,completed,4,27,2
R527685,U0378,D0090,-1.910474,30.081863,-1.98,30.113235,19/07/2024 20:22,19/07/2024 20:24,19/07/2024 20:50,8.48,26,4566,completed,4.1,12,1.5
R125970,U0339,D0146,-1.965719,30.079051,-1.928113,30.113231,13/10/2024 21:30,13/10/2024 21:33,13/10/2024 21:49,5.65,16,3292,cancelled,4.3,7,1.5
R328219,U0284,D0137,-1.957362,30.054463,-1.950144,30.061183,22/07/2024 20:02,22/07/2024 20:10,22/07/2024 20:15,1.1,5,1245,completed,3.6,18,1.5
R982452,U0284,D0088,-1.954134,30.056602,-1.966891,30.118717,26/08/2024 14:48,26/08/2024 14:54,26/08/2024 15:16,7.05,22,3922,completed,4.7,2,1.5
R855357,U0251,D0097,-1.941612,30.090182,-1.961576,30.045706,30/12/2024 19:15,30/12/2024 19:19,30/12/2024 19:36,5.42,17,3189,completed,4.5,2,1.5
R831411,U0203,D0157,-1.966705,30.06153,-1.974778,30.11246,20/12/2024 07:15,20/12/2024 07:24,20/12/2024 07:46,5.73,22,3994,cancelled,3.9,29,1.8
R696280,U0264,D0098,-1.949358,30.063993,-1.971606,30.039926,29/07/2024 08:48,29/07/2024 08:58,29/07/2024 09:13,3.64,15,1592,completed,4.9,17,1
R968428,U0361,D0102,-1.912879,30.088209,-1.940691,30.088546,24/08/2024 10:07,24/08/2024 10:12,24/08/2024 10:23,3.09,11,2569,completed,4.7,19,1.8
R203782,U0314,D0140,-1.939892,30.107712,-1.914021,30.112721,17/10/2024 13:24,17/10/2024 13:29,17/10/2024 13:39,2.93,10,1655,cancelled,4.1,7,1.2
R260706,U0252,D0107,-1.921262,30.087653,-1.933746,30.092944,28/08/2024 08:29,28/08/2024 08:37,28/08/2024 08:45,1.51,8,953,cancelled,4.3,17,1
R635840,U0353,D0093,-1.931716,30.113533,-1.91041,30.078234,07/08/2024 13:38,07/08/2024 13:44,07/08/2024 13:59,4.58,15,1874,cancelled,4.3,7,1
R485896,U0310,D0155,-1.98,30.108274,-1.964516,30.135986,25/09/2024 19:34,25/09/2024 19:36,25/09/2024 19:50,3.53,14,1559,completed,4.4,4,1
R955234,U0231,D0091,-1.976924,30.048549,-1.951165,30.056545,14/12/2024 17:37,14/12/2024 17:42,14/12/2024 17:52,3,10,1400,completed,4.2,15,1
R567439,U0332,D0124,-1.913743,30.103759,-1.905884,30.085409,12/11/2024 15:20,12/11/2024 15:27,12/11/2024 15:34,2.22,7,1166,completed,4.9,4,1
R328856,U0324,D0110,-1.972705,30.111068,-1.909334,30.096423,21/09/2024 09:06,21/09/2024 09:16,21/09/2024 09:39,7.23,23,2669,cancelled,4.2,24,1
R403786,U0355,D0144,-1.912935,30.114281,-1.966139,30.07763,27/09/2024 17:21,27/09/2024 17:25,27/09/2024 17:49,7.18,24,2654,completed,3.8,1,1
R890143,U0381,D0154,-1.942241,30.108679,-1.920451,30.103247,03/10/2024 13:08,03/10/2024 13:12,03/10/2024 13:20,2.5,8,1250,cancelled,4.6,0,1
R675690,U0315,D0124,-1.956382,30.056937,-1.970689,30.123909,29/12/2024 21:42,29/12/2024 21:48,29/12/2024 22:14,7.61,26,3340,completed,4.4,21,1.2
R801068,U0224,D0084,-1.979049,30.111968,-1.955376,30.052797,03/09/2024 06:06,03/09/2024 06:14,03/09/2024 06:35,7.08,21,4723,cancelled,3.8,7,1.8
R943799,U0233,D0157,-1.912502,30.092857,-1.948967,30.058951,05/10/2024 21:46,05/10/2024 21:55,05/10/2024 22:15,5.54,20,2594,completed,4.3,18,1.2
R399803,U0235,D0084,-1.974861,30.043821,-1.929049,30.071014,11/08/2024 07:15,11/08/2024 07:21,11/08/2024 07:40,5.92,19,2276,completed,4.1,6,1
R644305,U0290,D0115,-1.965759,30.124703,-1.924131,30.095463,15/11/2024 07:38,15/11/2024 07:47,15/11/2024 08:08,5.66,21,2198,completed,4.8,26,1
R980609,U0355,D0087,-1.933411,30.087505,-1.972853,30.082383,10/10/2024 20:45,10/10/2024 20:52,10/10/2024 21:04,4.42,12,1826,cancelled,3.7,5,1
R651586,U0201,D0135,-1.959381,30.059664,-1.957741,30.135842,16/08/2024 09:21,16/08/2024 09:26,16/08/2024 09:54,8.47,28,3041,completed,3.6,22,1
R270036,U0334,D0127,-1.976877,30.107969,-1.940861,30.088112,01/07/2024 20:19,01/07/2024 20:24,01/07/2024 20:40,4.57,16,1871,completed,4,17,1
R563035,U0248,D0105,-1.952728,30.051285,-1.957336,30.059184,12/12/2024 12:38,12/12/2024 12:42,12/12/2024 12:48,1.02,6,806,completed,4,3,1
R989391,U0289,D0124,-1.971376,30.109364,-1.962242,30.044786,20/07/2024 15:59,20/07/2024 16:02,20/07/2024 16:25,7.25,23,2675,completed,3.8,30,1
R163253,U0213,D0120,-1.939354,30.120777,-1.923586,30.099517,21/10/2024 14:43,21/10/2024 14:49,21/10/2024 14:56,2.94,7,1382,cancelled,3.6,23,1
R279862,U0219,D0124,-1.910497,30.089519,-1.972971,30.133668,06/07/2024 18:12,06/07/2024 18:14,06/07/2024 18:45,8.5,31,3050,completed,4.5,25,1
R230536,U0242,D0083,-1.960282,30.058275,-1.94771,30.062882,19/11/2024 17:06,19/11/2024 17:14,19/11/2024 17:19,1.49,5,1420,completed,3.7,7,1.5
R902794,U0380,D0119,-1.919251,30.112902,-1.922197,30.082203,20/11/2024 14:41,20/11/2024 14:44,20/11/2024 14:56,3.43,12,2294,completed,3.8,18,1.5
R572210,U0229,D0093,-1.977927,30.041168,-1.953178,30.063901,08/08/2024 11:05,08/08/2024 11:12,08/08/2024 11:27,3.74,15,4055,completed,4,21,2.5
R722344,U0307,D0128,-1.908253,30.084348,-1.951789,30.06075,05/09/2024 15:16,05/09/2024 15:24,05/09/2024 15:41,5.51,17,2584,completed,4.7,29,1.2
R838993,U0363,D0084,-1.925018,30.068413,-1.947848,30.054156,28/07/2024 19:01,28/07/2024 19:05,28/07/2024 19:16,2.99,11,1397,completed,3.9,12,1
R325831,U0303,D0110,-1.970168,30.112872,-1.92907,30.121143,11/09/2024 11:07,11/09/2024 11:16,11/09/2024 11:35,4.66,19,1898,cancelled,4.6,1,1
R173306,U0358,D0089,-1.95385,30.04852,-1.950637,30.061396,04/10/2024 19:20,04/10/2024 19:24,04/10/2024 19:30,1.47,6,941,completed,4.5,4,1
R585157,U0393,D0098,-1.91767,30.093738,-1.970955,30.047042,17/08/2024 09:13,17/08/2024 09:21,17/08/2024 09:46,7.88,25,2864,completed,4.5,11,1
R764036,U0234,D0153,-1.917973,30.096908,-1.965857,30.069767,15/09/2024 13:50,15/09/2024 13:58,15/09/2024 14:18,6.12,20,2336,completed,4.2,12,1
R278900,U0209,D0089,-1.949068,30.067744,-1.960184,30.065828,16/11/2024 20:29,16/11/2024 20:31,16/11/2024 20:36,1.25,5,1750,completed,4.8,1,2
R917056,U0314,D0121,-1.971118,30.133274,-1.962999,30.045501,09/08/2024 19:32,09/08/2024 19:37,09/08/2024 20:10,9.8,33,4128,completed,4.2,9,1.2
R324050,U0382,D0123,-1.952825,30.064047,-1.911695,30.089341,22/10/2024 09:42,22/10/2024 09:47,22/10/2024 10:05,5.37,18,2533,completed,4.1,9,1.2
R223470,U0352,D0086,-1.946582,30.092712,-1.925511,30.105377,08/12/2024 18:10,08/12/2024 18:19,08/12/2024 18:31,2.73,12,2374,completed,3.7,17,1.8
R865532,U0314,D0102,-1.932908,30.125764,-1.949927,30.062615,25/08/2024 10:18,25/08/2024 10:23,25/08/2024 10:49,7.27,26,2681,completed,4.8,4,1
R248092,U0355,D0155,-1.964605,30.13786,-1.919103,30.086962,05/12/2024 14:33,05/12/2024 14:42,05/12/2024 15:06,7.59,24,4166,cancelled,4.6,0,1.5
R882283,U0279,D0149,-1.939711,30.095509,-1.957397,30.062946,23/07/2024 20:42,23/07/2024 20:46,23/07/2024 21:01,4.12,15,1736,completed,4.1,15,1
R809912,U0387,D0091,-1.975028,30.113935,-1.973131,30.122425,28/08/2024 19:31,28/08/2024 19:41,28/08/2024 19:48,1,7,1600,completed,3.9,22,2
R869002,U0223,D0121,-1.944227,30.090038,-1.935494,30.119918,26/07/2024 08:36,26/07/2024 08:38,26/07/2024 08:53,3.46,15,1538,cancelled,3.9,26,1
R515967,U0231,D0085,-1.940454,30.109345,-1.959725,30.131912,16/11/2024 12:39,16/11/2024 12:48,16/11/2024 12:59,3.3,11,1490,completed,4.1,11,1
R883669,U0299,D0138,-1.940122,30.119512,-1.970996,30.073595,16/09/2024 19:24,16/09/2024 19:33,16/09/2024 19:53,6.15,20,4690,completed,4.5,16,2
R510046,U0364,D0109,-1.916061,30.092739,-1.945708,30.097441,27/10/2024 09:44,27/10/2024 09:50,27/10/2024 10:04,3.34,14,1802,completed,3.7,30,1.2
R668681,U0391,D0122,-1.974463,30.122966,-1.908036,30.09268,08/07/2024 17:34,08/07/2024 17:40,08/07/2024 18:08,8.12,28,2936,cancelled,4.3,0,1
R237388,U0210,D0087,-1.973484,30.114445,-1.930549,30.122156,17/09/2024 21:57,17/09/2024 21:59,17/09/2024 22:17,4.85,18,2932,cancelled,3.8,18,1.5
R683745,U0345,D0084,-1.972594,30.119139,-1.957878,30.06224,27/12/2024 14:46,27/12/2024 14:50,27/12/2024 15:12,6.53,22,2459,completed,4.8,2,1
R947990,U0314,D0082,-1.935876,30.127664,-1.923814,30.093529,27/12/2024 19:18,27/12/2024 19:24,27/12/2024 19:39,4.02,15,2559,completed,4.1,0,1.5
R968114,U0374,D0133,-1.904409,30.086976,-1.98,30.113922,21/07/2024 15:29,21/07/2024 15:39,21/07/2024 16:07,8.92,28,3176,completed,3.9,0,1
R802427,U0331,D0135,-1.958607,30.13719,-1.975079,30.113461,01/09/2024 16:56,01/09/2024 17:04,01/09/2024 17:13,3.21,9,1463,completed,4.2,12,1
R991685,U0297,D0105,-1.91848,30.091419,-1.902861,30.08721,09/08/2024 20:05,09/08/2024 20:08,09/08/2024 20:17,1.8,9,1040,completed,4.8,12,1
R135313,U0277,D0110,-1.928058,30.109589,-1.907847,30.095956,10/09/2024 14:08,10/09/2024 14:15,10/09/2024 14:27,2.71,12,1313,cancelled,3.7,10,1
R111133,U0279,D0128,-1.98,30.110128,-1.927897,30.114524,17/10/2024 21:44,17/10/2024 21:48,17/10/2024 22:06,5.81,18,2243,completed,4.6,24,1
R693996,U0384,D0098,-1.942071,30.110142,-1.918679,30.093547,23/12/2024 06:33,23/12/2024 06:39,23/12/2024 06:47,3.19,8,1748,completed,3.8,11,1.2
R683419,U0323,D0082,-1.940938,30.093755,-1.914122,30.111731,03/11/2024 15:37,03/11/2024 15:39,03/11/2024 15:49,3.59,10,3154,completed,4.5,25,2
R607633,U0338,D0118,-1.910774,30.086098,-1.962216,30.129574,15/11/2024 11:43,15/11/2024 11:47,15/11/2024 12:12,7.49,25,2747,cancelled,4.6,2,1
R341913,U0262,D0133,-1.943114,30.100686,-1.975342,30.040506,19/12/2024 09:35,19/12/2024 09:44,19/12/2024 10:10,7.59,26,2777,completed,3.8,14,1
R901509,U0367,D0131,-1.92746,30.068539,-1.98,30.048286,28/09/2024 06:35,28/09/2024 06:42,28/09/2024 07:02,6.26,20,2378,completed,4.6,18,1
R393247,U0204,D0120,-1.969933,30.037758,-1.955758,30.061222,16/08/2024 09:25,16/08/2024 09:30,16/08/2024 09:42,3.05,12,1415,completed,3.8,17,1
R340566,U0275,D0132,-1.934789,30.093407,-1.947912,30.098396,21/11/2024 08:03,21/11/2024 08:12,21/11/2024 08:17,1.56,5,968,completed,4.9,25,1
R534139,U0376,D0136,-1.973849,30.044585,-1.978641,30.108056,25/10/2024 07:31,25/10/2024 07:40,25/10/2024 08:04,7.07,24,3932,cancelled,4,20,1.5
R544336,U0248,D0146,-1.965662,30.119488,-1.94728,30.053459,19/10/2024 18:07,19/10/2024 18:12,19/10/2024 18:38,7.62,26,2786,completed,4.7,23,1
R173435,U0326,D0089,-1.927589,30.10699,-1.98,30.106428,18/12/2024 12:11,18/12/2024 12:15,18/12/2024 12:37,5.83,22,2249,completed,4.1,20,1
R689215,U0316,D0144,-1.972282,30.075868,-1.928889,30.121573,16/07/2024 18:54,16/07/2024 19:02,16/07/2024 19:26,7.01,24,3124,completed,4.8,2,1.2
R992676,U0205,D0141,-1.915349,30.088974,-1.914375,30.076503,26/09/2024 07:46,26/09/2024 07:51,26/09/2024 07:58,1.39,7,1100,completed,4.4,29,1.2
R612436,U0204,D0114,-1.946805,30.091873,-1.956242,30.06145,16/09/2024 15:30,16/09/2024 15:37,16/09/2024 15:49,3.54,12,2812,completed,3.6,25,1.8
R622075,U0322,D0113,-1.974328,30.118118,-1.915166,30.093998,30/08/2024 12:55,30/08/2024 13:01,30/08/2024 13:27,7.1,26,2630,cancelled,3.9,19,1
R143787,U0397,D0128,-1.924404,30.12788,-1.966508,30.070057,18/07/2024 15:30,18/07/2024 15:34,18/07/2024 15:59,7.95,25,3462,cancelled,3.8,10,1.2
R940699,U0332,D0085,-1.910929,30.091747,-1.923299,30.101527,14/07/2024 09:01,14/07/2024 09:11,14/07/2024 09:18,1.75,7,1025,completed,4.5,20,1
R878115,U0217,D0116,-1.959313,30.131829,-1.950213,30.089076,15/08/2024 18:23,15/08/2024 18:33,15/08/2024 18:47,4.86,14,1958,completed,4.1,12,1
R475321,U0213,D0125,-1.915918,30.084321,-1.977011,30.080502,01/11/2024 18:59,01/11/2024 19:06,01/11/2024 19:29,6.81,23,4577,cancelled,3.8,18,1.8
R488125,U0361,D0081,-1.932564,30.119986,-1.972801,30.098498,03/07/2024 10:03,03/07/2024 10:08,03/07/2024 10:23,5.07,15,2021,completed,3.6,3,1
R152888,U0269,D0152,-1.950629,30.065669,-1.98,30.047715,14/11/2024 07:35,14/11/2024 07:38,14/11/2024 07:51,3.83,13,2474,cancelled,4,30,1.5
R895741,U0205,D0098,-1.973911,30.04661,-1.911962,30.08248,05/08/2024 12:24,05/08/2024 12:34,05/08/2024 12:59,7.96,25,5198,cancelled,3.9,4,1.8
R777151,U0364,D0147,-1.911561,30.085897,-1.965663,30.116035,17/12/2024 07:32,17/12/2024 07:42,17/12/2024 08:07,6.89,25,3850,completed,4.3,18,1.5
R519370,U0303,D0142,-1.910615,30.092657,-1.920687,30.106856,13/12/2024 17:43,13/12/2024 17:49,13/12/2024 17:59,1.94,10,1082,cancelled,4.3,4,1
R972387,U0320,D0082,-1.941148,30.110233,-1.968272,30.122586,13/07/2024 06:23,13/07/2024 06:27,13/07/2024 06:41,3.31,14,1792,completed,4.6,8,1.2
R294578,U0282,D0082,-1.98,30.11239,-1.937255,30.116012,05/11/2024 13:31,05/11/2024 13:37,05/11/2024 13:51,4.77,14,3476,completed,4.6,0,1.8
R595890,U0226,D0124,-1.973922,30.074948,-1.93533,30.081506,09/11/2024 16:56,09/11/2024 17:00,09/11/2024 17:13,4.35,13,2708,completed,3.8,7,1.5
R200950,U0228,D0098,-1.90627,30.105293,-1.961464,30.064789,16/09/2024 20:05,16/09/2024 20:14,16/09/2024 20:38,7.61,24,2783,completed,4.7,29,1
R904766,U0310,D0151,-1.915574,30.087228,-1.968448,30.112377,28/12/2024 07:33,28/12/2024 07:39,28/12/2024 07:58,6.51,19,2944,cancelled,4.5,20,1.2
R422011,U0204,D0108,-1.932605,30.093479,-1.925299,30.070405,08/09/2024 14:41,08/09/2024 14:43,08/09/2024 14:55,2.69,12,1307,completed,3.6,14,1
R267792,U0246,D0098,-1.98,30.115155,-1.947095,30.064685,07/08/2024 08:56,07/08/2024 09:00,07/08/2024 09:22,6.7,22,3765,completed,4.7,20,1.5
R629897,U0297,D0158,-1.913037,30.085014,-1.952756,30.095491,17/11/2024 19:49,17/11/2024 19:57,17/11/2024 20:15,4.57,18,1871,completed,4.5,11,1
R395433,U0360,D0104,-1.92595,30.081204,-1.959789,30.139904,12/08/2024 11:01,12/08/2024 11:06,12/08/2024 11:34,7.53,28,2759,completed,4.7,19,1
R905417,U0222,D0141,-1.963376,30.111193,-1.903906,30.077572,12/07/2024 12:34,12/07/2024 12:36,12/07/2024 13:04,7.6,28,2780,completed,4.1,25,1
R926969,U0256,D0135,-1.934232,30.122991,-1.939983,30.119145,07/10/2024 12:54,07/10/2024 12:56,07/10/2024 13:01,1,5,960,completed,4.6,24,1.2
R975933,U0273,D0154,-1.970703,30.121279,-1.922241,30.116867,16/08/2024 16:59,16/08/2024 17:07,16/08/2024 17:25,5.41,18,5308,completed,5,5,2.5
R612422,U0203,D0084,-1.933937,30.086816,-1.98,30.050023,20/09/2024 18:15,20/09/2024 18:21,20/09/2024 18:46,6.55,25,4437,completed,3.9,25,1.8
R195253,U0237,D0124,-1.938746,30.108261,-1.919732,30.099764,02/10/2024 10:03,02/10/2024 10:06,02/10/2024 10:12,2.32,6,2392,completed,4.8,18,2
R455317,U0328,D0083,-1.967362,30.045662,-1.912138,30.0891,07/09/2024 09:13,07/09/2024 09:20,07/09/2024 09:45,7.81,25,5686,completed,4.4,15,2
R654129,U0293,D0144,-1.97374,30.098896,-1.901692,30.079744,19/12/2024 13:57,19/12/2024 14:00,19/12/2024 14:29,8.29,29,2987,cancelled,4,18,1
R885951,U0324,D0145,-1.96774,30.13429,-1.937617,30.086682,04/07/2024 19:44,04/07/2024 19:52,04/07/2024 20:11,6.26,19,2854,completed,3.8,2,1.2
R542562,U0380,D0148,-1.957773,30.066375,-1.939725,30.111264,15/10/2024 18:19,15/10/2024 18:21,15/10/2024 18:42,5.38,21,2114,completed,4.6,6,1
R160730,U0216,D0094,-1.915294,30.085842,-1.940006,30.091115,02/07/2024 20:23,02/07/2024 20:25,02/07/2024 20:36,2.81,11,2417,completed,4.9,6,1.8
R815173,U0337,D0145,-1.915606,30.097959,-1.953138,30.055372,16/09/2024 22:15,16/09/2024 22:20,16/09/2024 22:40,6.31,20,3590,completed,3.8,2,1.5
R989972,U0277,D0135,-1.932895,30.082218,-1.930102,30.094545,07/08/2024 10:33,07/08/2024 10:40,07/08/2024 10:47,1.4,7,1656,completed,3.6,28,1.8
R501791,U0379,D0130,-1.958374,30.044661,-1.970918,30.042476,31/08/2024 07:28,31/08/2024 07:30,31/08/2024 07:36,1.42,6,1111,completed,4.8,14,1.2
R475801,U0349,D0124,-1.931557,30.087146,-1.929355,30.12545,21/12/2024 12:41,21/12/2024 12:47,21/12/2024 13:03,4.26,16,3556,completed,3.9,2,2
R453296,U0212,D0149,-1.918291,30.110378,-1.922857,30.112511,15/09/2024 21:30,15/09/2024 21:38,15/09/2024 21:43,1,5,1200,cancelled,4.4,23,1.5
R825186,U0203,D0110,-1.948127,30.06074,-1.974483,30.07034,27/08/2024 09:31,27/08/2024 09:39,27/08/2024 09:51,3.12,12,1723,completed,3.8,20,1.2
R176025,U0343,D0084,-1.98,30.11104,-1.957757,30.054915,08/08/2024 10:59,08/08/2024 11:06,08/08/2024 11:31,6.71,25,3016,cancelled,4.4,22,1.2
R750301,U0280,D0117,-1.925671,30.116442,-1.919029,30.082566,29/12/2024 11:31,29/12/2024 11:34,29/12/2024 11:47,3.84,13,1652,completed,3.7,29,1
R145879,U0274,D0087,-1.972971,30.070131,-1.913291,30.115824,29/08/2024 19:49,29/08/2024 19:52,29/08/2024 20:21,8.36,29,5414,completed,3.9,13,1.8
R773615,U0232,D0099,-1.96099,30.13929,-1.952264,30.052482,03/10/2024 14:14,03/10/2024 14:23,03/10/2024 14:57,9.7,34,3410,cancelled,3.6,7,1
R853484,U0282,D0105,-1.933201,30.121411,-1.943072,30.101978,16/09/2024 10:00,16/09/2024 10:05,16/09/2024 10:15,2.42,10,1226,completed,4.4,10,1
R130594,U0383,D0131,-1.939725,30.089449,-1.961408,30.055447,17/07/2024 07:41,17/07/2024 07:48,17/07/2024 08:01,4.48,13,1844,cancelled,3.6,15,1
R129097,U0390,D0127,-1.93266,30.078226,-1.970118,30.040975,22/08/2024 18:56,22/08/2024 19:03,22/08/2024 19:21,5.87,18,3392,completed,3.7,14,1.5
R567520,U0232,D0090,-1.922818,30.086751,-1.945537,30.087693,14/12/2024 13:36,14/12/2024 13:43,14/12/2024 13:51,2.53,8,1259,cancelled,4.5,25,1
R547214,U0332,D0147,-1.925335,30.103816,-1.95553,30.052486,29/08/2024 12:45,29/08/2024 12:51,29/08/2024 13:15,6.62,24,2486,completed,3.9,27,1
R139062,U0388,D0151,-1.917823,30.077516,-1.935731,30.099353,02/07/2024 17:41,02/07/2024 17:43,02/07/2024 17:53,3.14,10,1730,completed,4.3,30,1.2
R479813,U0350,D0116,-1.960436,30.123159,-1.98,30.109944,25/07/2024 09:59,25/07/2024 10:02,25/07/2024 10:11,2.62,9,1929,cancelled,3.7,5,1.5
R282556,U0207,D0104,-1.979271,30.050031,-1.915834,30.089664,20/11/2024 19:50,20/11/2024 19:52,20/11/2024 20:22,8.32,30,2996,completed,4.7,9,1
R927988,U0337,D0109,-1.973319,30.105174,-1.917683,30.095307,05/09/2024 08:52,05/09/2024 09:00,05/09/2024 09:21,6.28,21,2861,completed,4.2,19,1.2
R577928,U0228,D0156,-1.972959,30.119312,-1.974485,30.04932,27/12/2024 15:32,27/12/2024 15:36,27/12/2024 16:04,7.78,28,3401,completed,4.8,27,1.2
R644930,U0269,D0154,-1.974639,30.119033,-1.915966,30.077896,05/07/2024 20:47,05/07/2024 20:55,05/07/2024 21:20,7.97,25,5204,completed,4.5,0,1.8
R649875,U0347,D0113,-1.963393,30.060305,-1.954015,30.051224,15/10/2024 09:04,15/10/2024 09:13,15/10/2024 09:18,1.45,5,1402,completed,4.1,28,1.5
R94847587,U0415,D0165,-1.92013,30.121208,-1.924698,30.100603,27/03/2025 17:39,27/03/2025 17:47,27/03/2025 17:56,2.35,9,1205,cancelled,3.7,23,1
R91020597,U0474,D0194,-1.971405,30.114278,-1.962908,30.140934,23/02/2025 08:37,23/02/2025 08:39,23/02/2025 08:49,3.11,10,1433,completed,4.3,8,1
R99324487,U0441,D0180,-1.935795,30.107175,-1.98,30.11756,23/01/2025 17:51,23/01/2025 17:54,23/01/2025 18:11,5.05,17,3022,completed,3.6,5,1.5
R93078478,U0485,D0192,-1.98,30.122621,-1.966615,30.114235,22/01/2025 07:44,22/01/2025 07:53,22/01/2025 07:59,1.76,6,1542,cancelled,4.1,14,1.5
R96757337,U0487,D0179,-1.970293,30.118664,-1.979902,30.116768,17/02/2025 20:18,17/02/2025 20:28,17/02/2025 20:34,1.09,6,827,completed,4.2,29,1
R97639282,U0457,D0197,-1.938177,30.087263,-1.955351,30.052208,04/02/2025 09:19,04/02/2025 09:23,04/02/2025 09:40,4.34,17,2703,completed,4.2,24,1.5
R92200881,U0449,D0163,-1.966815,30.13767,-1.931079,30.116818,19/03/2025 09:18,19/03/2025 09:26,19/03/2025 09:42,4.6,16,3760,completed,4.9,4,2
R93771959,U0488,D0194,-1.95908,30.067504,-1.905178,30.074978,02/03/2025 19:16,02/03/2025 19:23,02/03/2025 19:41,6.05,18,2315,completed,4.4,2,1
R92569114,U0450,D0174,-1.965439,30.124532,-1.975155,30.100077,27/01/2025 16:54,27/01/2025 17:03,27/01/2025 17:12,2.92,9,2064,completed,3.9,20,1.5
R95225718,U0445,D0161,-1.911341,30.077451,-1.965651,30.047902,03/03/2025 11:25,03/03/2025 11:33,03/03/2025 11:53,6.87,20,3073,completed,3.8,13,1.2
R99313375,U0442,D0171,-1.92477,30.119296,-1.98,30.116982,06/02/2025 14:47,06/02/2025 14:55,06/02/2025 15:15,6.15,20,5862,completed,3.6,10,2.5
R96876585,U0462,D0169,-1.920067,30.089148,-1.964313,30.079261,16/01/2025 15:51,16/01/2025 15:53,16/01/2025 16:11,5.04,18,2414,completed,4.6,21,1.2
R98585053,U0474,D0180,-1.910017,30.082173,-1.915617,30.092987,05/03/2025 19:09,05/03/2025 19:14,05/03/2025 19:19,1.35,5,1629,completed,4.5,24,1.8
R99632439,U0454,D0163,-1.97129,30.051745,-1.961321,30.054885,26/03/2025 17:36,26/03/2025 17:38,26/03/2025 17:43,1.16,5,1018,cancelled,4.8,30,1.2
R93950036,U0401,D0197,-1.938139,30.113009,-1.978212,30.112784,26/03/2025 18:28,26/03/2025 18:32,26/03/2025 18:45,4.46,13,1838,completed,4.8,27,1
R99935217,U0435,D0168,-1.98,30.03979,-1.969793,30.117357,29/03/2025 20:01,29/03/2025 20:11,29/03/2025 20:42,8.69,31,3107,completed,4.3,5,1
R96593510,U0469,D0194,-1.969983,30.049125,-1.958871,30.056249,15/02/2025 13:45,15/02/2025 13:51,15/02/2025 13:59,1.47,8,941,cancelled,3.6,28,1
R91927070,U0467,D0198,-1.913306,30.099495,-1.94662,30.095407,31/03/2025 10:04,31/03/2025 10:09,31/03/2025 10:21,3.73,12,1943,completed,4.3,22,1.2
R95856747,U0455,D0197,-1.922241,30.07271,-1.949357,30.098439,13/02/2025 18:09,13/02/2025 18:18,13/02/2025 18:32,4.16,14,1748,completed,4.4,22,1
R98603229,U0432,D0188,-1.935525,30.092333,-1.934707,30.085553,02/01/2025 09:22,02/01/2025 09:24,02/01/2025 09:29,1,5,1200,completed,5,27,1.5
R92244440,U0485,D0178,-1.913491,30.091873,-1.935392,30.090236,20/01/2025 13:21,20/01/2025 13:26,20/01/2025 13:35,2.44,9,1848,completed,4.1,28,1.5
R95305652,U0403,D0182,-1.96952,30.09817,-1.910447,30.08339,21/01/2025 13:12,21/01/2025 13:16,21/01/2025 13:38,6.77,22,2531,cancelled,3.9,5,1
R99898948,U0464,D0162,-1.95476,30.048646,-1.922047,30.080302,17/02/2025 07:02,17/02/2025 07:06,17/02/2025 07:23,5.06,17,2422,completed,4.4,26,1.2
R97842866,U0454,D0188,-1.92116,30.125862,-1.951803,30.098815,11/03/2025 20:14,11/03/2025 20:17,11/03/2025 20:32,4.54,15,1862,completed,4.2,2,1
R91763746,U0475,D0165,-1.968147,30.075917,-1.971717,30.116146,07/03/2025 11:04,07/03/2025 11:09,07/03/2025 11:27,4.49,18,2216,completed,3.8,29,1.2
R99159073,U0432,D0176,-1.932751,30.119308,-1.95842,30.054463,27/01/2025 09:36,27/01/2025 09:46,27/01/2025 10:11,7.75,25,2825,completed,4.3,9,1
R93011700,U0448,D0190,-1.973117,30.118876,-1.905288,30.078144,09/02/2025 10:00,09/02/2025 10:08,09/02/2025 10:39,8.8,31,3140,completed,4.1,12,1
R99234314,U0436,D0187,-1.944033,30.052823,-1.972984,30.109243,26/01/2025 09:25,26/01/2025 09:28,26/01/2025 09:49,7.05,21,2615,completed,4.8,8,1
R94921001,U0486,D0195,-1.905803,30.089326,-1.928829,30.118141,27/01/2025 11:16,27/01/2025 11:23,27/01/2025 11:35,4.1,12,1730,completed,4.6,16,1
R96718003,U0412,D0163,-1.951913,30.099015,-1.975699,30.12062,26/02/2025 16:28,26/02/2025 16:35,26/02/2025 16:49,3.57,14,1571,completed,4.4,16,1
